,ATMP_In_F,ATMP_In_P,ATMP_In_T,BFW_F,BFW_P,BFW_T,ECON_OUT_F,ECON_OUT_P,ECON_OUT_T,FG_2_AIRPH_Fm,FG_2_AIRPH_P,FG_2_AIRPH_T,FG_2_ECON_Fm,FG_2_ECON_P,FG_2_ECON_T,FG_2_FSH_Fm,FG_2_FSH_P,FG_2_FSH_T,FG_2_PrSH_Fm,FG_2_PrSH_P,FG_2_PrSH_T,FG_2_RH_Fm,FG_2_RH_P,FG_2_RH_T,FG_PrSH_2_Mix_Fm,FG_PrSH_2_Mix_P,FG_PrSH_2_Mix_T,FG_RH_2_Mix_Fm,FG_RH_2_Mix_P,FG_RH_2_Mix_T,FSH_In_F,FSH_In_P,FSH_In_T,H0001,P0001,POWER_GROSS,PlatenSH_IN_F,PlatenSH_IN_P,PlatenSH_IN_T,PrSH_IN_F,PrSH_IN_P,PrSH_IN_T,RHT_COLD_F,RHT_COLD_P,RHT_COLD_T,RHT_HOT_F,RHT_HOT_P,RHT_HOT_T,V0001,V0002,V0003,V0004,MS_F,MS_P,MS_T
153,21153.13588,20839541.3,851.267683,19380.15954,21599722.02,478.2275139,20035.0036,21049463.01,547.0480105,456.236933,100148.4297,496.3388957,466.7459239,99988.93496,725.9806754,457.5382387,101026.5232,1299.670374,67.42135682,99579.1136,1123.324404,381.7437005,100913.9759,1135.900437,70.04895663,100026.8307,905.5271523,384.5804582,100441.7537,685.1101188,21020.54407,20983388.88,759.8144528,1662.507517,20838258.79,503844347.1,18993.64742,20983442.71,942.4451778,19924.1793,21048871.48,915.1302436,17154.76536,3329020.247,577.2384127,16890.99978,2973910.226,886.5014479,0.898663566,0.899711256,0.898496961,0.89819972,19924.1793,20838258.79,860
154,19639.8607,20838934.47,845.6728926,19159.68767,21600811.07,475.852947,21418.39413,21048122.23,545.8240578,459.7828453,99666.9136,497.500458,444.0440746,100700.3359,728.0322121,454.1890809,100108.5479,1296.660059,75.35974108,100510.5113,1122.289496,391.1875304,100406.9919,1125.883246,65.98899073,98922.31988,913.8229245,384.3340315,98781.3823,691.0990887,20216.23292,20983494.73,759.5144362,1716.760624,20838146.16,503855697.6,20593.00414,20982611.93,937.5037769,19417.32943,21047227.3,925.6139415,17664.08285,3328334.8,580.0667731,16973.41026,2975158.427,887.5502947,0.899235555,0.901036951,0.900601385,0.900475498,19417.32943,20838146.16,865
155,20633.23596,20838287.57,858.6212514,19376.15894,21599748.33,471.7237102,19987.34166,21047029.11,548.8154969,457.269244,100147.9074,489.7665355,456.3967944,100447.3139,724.416175,459.3643282,99863.48059,1301.652094,73.83347841,99912.67866,1126.165397,388.0236369,100554.9051,1123.122327,69.88614991,100038.0368,918.5669943,395.1857844,100871.9043,690.0959569,18756.18559,20983090.08,766.2327398,1910.991469,20838915.94,503847498.8,19578.24711,20984398.64,931.2926483,21100.19769,21048961.53,922.548686,16616.74637,3328456.288,576.2560916,17069.72332,2976131.437,876.1127162,0.900894892,0.901074358,0.90021781,0.900028833,21100.19769,20838915.94,868
156,19444.1597,20837504.54,851.3032881,19801.02874,21600381.72,468.2937464,20174.51618,21049140.45,547.7341971,461.9873695,99949.70839,498.6879214,469.1162123,99966.23686,724.7987803,464.5236811,100255.7318,1300.018919,82.50543775,99544.06819,1127.39571,391.6393676,100263.8682,1126.285087,63.49802869,100725.5353,917.7746671,394.6496281,101463.9708,685.0563068,19061.97518,20983971.04,758.177468,1813.188086,20838601.53,503854507,18826.15175,20982370.57,941.2513721,21267.96737,21049559.16,916.1817323,17035.45395,3327994.753,569.0027599,18061.61772,2973341.173,874.8811408,0.900331954,0.901071694,0.901124241,0.900841371,21267.96737,20838601.53,860
157,17857.75017,20840644.64,850.6837324,20128.2217,21600537.82,480.5272658,22072.98321,21049686.44,549.8394954,466.4426147,99316.40953,502.5350578,452.8998075,99854.75743,722.0292653,463.3672922,100321.6787,1300.100369,67.78048518,100187.7682,1119.417317,381.286066,100459.8956,1126.516079,79.33374517,100533.8344,918.2256945,389.850311,100474.2675,693.6162913,18864.41571,20983064.96,763.5585089,1846.085347,20838968.3,503838468.2,21543.06742,20984436.09,930.58838,17042.45309,21048879.36,919.7400782,17253.90074,3327446.584,577.9105713,18337.24264,2971084.3,882.6989212,0.899661182,0.900420146,0.899119464,0.900071096,17042.45309,20838968.3,855
158,20356.59704,20838036.86,856.6874537,20362.15508,21600181.72,485.8255208,20036.60323,21048298.88,552.9230868,461.6315226,99681.43787,492.5971337,450.4563829,100029.1844,716.0429787,457.0037444,101052.6924,1306.73012,67.81499716,100335.5064,1137.600754,384.289108,100252.1323,1120.398028,79.64278862,99737.66804,912.2204662,389.7327001,100298.3102,691.5652828,20330.6485,20982912.9,760.8007553,1492.06448,20840594.91,503840466.1,18654.3708,20982959.7,930.8988998,19608.2223,21049908.68,918.5177561,16243.75707,3328322.318,573.3408448,16294.60491,2973803.867,871.5539981,0.898397443,0.899631702,0.898648964,0.900484064,19608.2223,20840594.91,860
159,19766.91099,20838398.99,857.8282866,19833.35955,21600109.47,466.4203051,19325.64369,21046228,542.204894,457.4598795,100723.3828,497.7725118,447.4044114,99949.87389,727.8282143,454.7030753,100299.1978,1305.559742,69.32793892,101229.1336,1124.865949,389.146584,99291.18214,1126.431939,67.75049213,100422.3875,921.0372629,398.0304708,99874.36001,688.9433252,20022.28865,20984635.06,762.7210989,1738.917984,20840331.21,503860456.8,19389.16272,20981739.74,934.7158595,19386.91207,21048340.74,918.905587,17998.18363,3329411.39,584.3092842,18414.84138,2973416.031,870.6226884,0.898847522,0.899879109,0.899417546,0.901407985,19386.91207,20840331.21,865
160,19493.87023,20632548.04,853.0297822,18825.55751,21387755.23,477.4313845,19279.37408,20838575.57,556.0199481,455.6616221,100028.1616,500.77578,455.5077623,100039.6322,728.7051793,452.7103966,100751.4473,1293.506834,68.9715106,100232.5438,1125.750486,398.9422482,100334.3502,1123.379947,71.25620865,99732.93891,924.4687145,398.1772481,98956.01235,690.9796002,19928.74414,20774658.58,758.9043178,1647.621513,20631263.04,499727503.1,20474.45931,20773243.22,941.847541,18395.39717,20838792.33,928.3598786,15784.35498,3296082.55,580.6360182,17781.13502,2944007.875,879.1694727,0.900359518,0.899396427,0.90094862,0.899246562,18395.39717,20631263.04,868
161,19246.19734,20629955.01,861.2834414,18386.47469,21387027.78,475.299068,19412.32772,20839334.3,553.1869414,452.0545169,100266.7935,489.9181688,461.6970836,99539.75328,730.2804115,461.6187635,100253.9689,1294.840156,68.35375032,99560.19978,1135.170841,385.5682144,99786.36044,1128.185003,60.55293575,99435.19349,920.8278147,397.2388381,101247.3175,702.8442594,18920.34275,20773381.36,762.7589722,1764.454112,20631667.59,499729820.4,19714.90175,20773178.56,949.2836493,20822.08345,20840064.54,927.7368343,15723.42644,3295672.409,586.1119204,16079.9464,2944148.694,880.6656992,0.900262548,0.901999759,0.900336974,0.901262951,20822.08345,20631667.59,860
162,19754.36245,20630458.85,853.9662834,18792.60745,21386968.82,473.5248852,18724.46656,20839906.26,548.2511515,459.1384367,100461.2967,501.6101013,455.9255475,99630.01254,730.3005047,464.4092475,99669.33107,1291.300318,64.87667134,99741.03033,1122.998863,393.964085,101015.5496,1135.823435,66.66366196,99830.93812,934.450681,384.5675561,100563.4312,705.0571824,19185.84268,20775109.8,751.0761403,1788.830831,20632733.3,499732607.5,21638.72831,20773301.5,953.2645917,20555.40232,20839399.93,924.5672235,15968.21121,3297745.463,585.5728845,16528.68207,2943457.036,877.9290285,0.899054074,0.900392784,0.900363413,0.901915214,20555.40232,20632733.3,855
163,18700.39456,20629882.22,851.9062389,19385.90354,21388105.48,470.2954073,19320.7722,20836644.99,549.2602819,454.5243297,100865.5546,499.1253514,458.687706,99636.87955,735.460389,455.7197235,99314.46368,1301.636219,63.27711238,100701.281,1125.706362,386.1196342,98915.27566,1132.567203,75.28829666,100380.2223,924.0641323,385.8528427,100920.3817,689.0454726,20648.89988,20770588.13,754.4507734,1714.088238,20631114.86,499742749.5,20983.38863,20772565.31,950.5474887,20773.97024,20840720.1,929.8019037,16987.51341,3295919.208,584.1989815,16942.43452,2943097.793,888.2291954,0.89970925,0.899315149,0.898431064,0.901224596,20773.97024,20631114.86,860
164,21102.87561,20631532.58,845.5452937,19366.31289,21385417.56,470.2367465,20132.39429,20840836.48,552.6330048,445.4466732,99960.32508,488.8157021,456.0618414,99468.24369,726.2453064,457.7815238,99945.70934,1291.029727,63.88967085,100655.8154,1135.921383,389.1145937,100282.646,1137.132409,67.65321924,100421.1978,935.2584188,391.142478,100531.8758,693.576479,19479.87855,20771953.61,760.3113519,1931.271968,20628458.39,499740909.2,20652.59214,20773585.19,944.151497,20711.17521,20840211.28,928.4685896,17776.43326,3298355.425,577.7320876,17016.34829,2945521.938,882.6674942,0.900222266,0.898765409,0.900836084,0.899920587,20711.17521,20628458.39,865
165,21329.82657,20630806.25,849.7754114,19892.63884,21385657.96,475.0235664,21545.57155,20839499.06,549.7508831,463.6090701,100140.3428,492.8527242,447.6346347,100635.3107,734.7844481,459.4861293,99845.9445,1306.266412,63.65934025,99934.60994,1128.396711,387.1652977,99244.49495,1132.507701,68.97576696,100784.6136,931.1597568,387.5327914,100081.8348,694.2414331,20069.8542,20772152.16,758.0637074,1897.265355,20630984.69,499744051.5,20438.87663,20773161.88,947.6192797,19493.75397,20837469.5,932.0825733,17260.99388,3296346.12,579.642056,17860.95894,2944658.35,880.8124907,0.900447349,0.898903306,0.899829857,0.898686868,19493.75397,20630984.69,868
166,20307.24285,20630594.91,862.2161709,19268.25026,21388330.01,474.9426427,20229.31008,20840965.3,551.8737303,458.6354577,98906.41061,501.6795998,466.2029186,99969.9669,731.0997568,461.5097619,100794.1959,1298.701668,59.63528349,100045.7868,1134.361697,387.8720418,100982.3234,1125.540145,77.06219491,100376.5922,930.9808944,386.2981073,100489.9678,693.2950767,22057.43257,20773952.9,752.0866877,1689.735067,20627401.06,499747973.6,20636.36679,20774446.02,953.3869302,20009.01674,20838580.01,933.8471847,16629.746,3294259.707,588.1401822,14960.99153,2945433.316,889.6996738,0.900311694,0.899144772,0.900193198,0.899798987,20009.01674,20627401.06,860
167,20039.96968,20630566.26,847.3036656,17960.87279,21384815.25,473.2909835,20025.6095,20836182.61,546.7156374,458.4053996,99254.82604,495.2130049,464.2453382,100448.4345,736.8704362,447.2131598,99941.24207,1300.277503,68.48614722,101711.8239,1123.787051,387.3141844,100171.6245,1125.896021,64.316638,100677.4163,929.8287468,396.4620388,99945.73872,692.8964052,19789.87803,20772406.29,753.8498904,1833.967364,20628658.97,499740835.6,20228.26472,20772868.46,948.6223895,20268.60665,20838438.8,930.5390664,17138.44815,3296617.437,591.9630583,15905.02366,2941797.625,880.501681,0.899773613,0.899292065,0.899709201,0.89891604,20268.60665,20628658.97,855
168,17378.63638,20633906.68,863.3079847,17942.84168,21385901.55,478.1493559,17353.07576,20839038.39,552.4248931,456.8381557,99705.15856,491.956641,462.0635423,101190.6394,727.531841,464.3705838,100008.7894,1299.604201,60.80584722,99986.82441,1125.059852,385.628389,100524.2091,1124.678178,71.55072871,100729.0182,929.6911439,389.9487315,100771.3672,689.6869157,21259.72882,20773698.08,753.5009146,1647.516059,20632726.45,499726756.6,19844.4436,20773871.27,945.8976564,19114.51825,20838418.81,928.7779697,17173.55428,3295554.035,577.6509566,17744.00203,2944249.931,884.5858569,0.899043829,0.900609461,0.899844694,0.899938527,19114.51825,20632726.45,860
169,19662.20248,20631719.44,847.9510562,19520.20359,21387264.18,473.3967415,19864.04209,20838866.9,551.8224308,464.6596535,99409.79354,500.4924612,460.4597583,99454.45141,732.8489206,452.3938765,100901.3671,1306.743072,73.52590179,100029.0125,1128.47052,385.4481814,100297.3465,1131.953057,64.99105443,100718.0053,922.5679967,381.8972037,100211.9911,703.7624567,20777.36684,20772705.49,754.0529501,1649.983753,20630966.63,499735323.8,19654.61216,20773109.05,953.2651978,21100.86929,20839623.96,929.5554023,15799.11044,3296221.813,581.749919,18749.23809,2942515.534,879.0487607,0.901567377,0.898932382,0.900009339,0.900085627,21100.86929,20630966.63,865
170,18183.65339,20424060.96,849.7966787,19038.64946,21174613.36,474.7722611,19630.12881,20629464.7,549.1171767,460.7011121,99592.95622,496.2107024,456.230314,99725.11096,738.888728,463.7034559,100779.794,1295.853758,73.47120285,100475.6343,1128.475435,388.9189451,99307.48381,1123.202128,74.49074755,100412.8502,943.9260289,387.2893993,100169.7549,691.3686964,20850.49856,20563795.26,749.0954784,1546.086128,20425960.69,495667501.3,17304.65142,20564957.86,950.4048095,18041.01194,20629173.5,940.7031638,15803.2446,3264195.427,576.3498671,16817.25771,2914322.452,889.1844835,0.900457577,0.900155365,0.901738899,0.899151383,18041.01194,20425960.69,868
171,20135.2991,20424141.76,860.6752377,19188.77127,21176448.9,472.2433622,18913.57911,20633318.67,545.5507153,446.7181905,99640.86816,495.2659792,453.7788255,101043.444,726.9765745,447.8136506,99558.00989,1300.081913,71.23661472,101385.3327,1140.598592,390.317123,100806.5074,1121.100034,66.73288828,100438.9717,941.0332155,388.3173881,99898.21874,696.9925624,20802.57348,20567161.82,754.2943406,1620.712049,20421791.31,495682374.9,19769.0805,20564429.36,970.7087766,16838.22649,20630088.68,941.5914964,19587.59482,3262939.719,571.6206254,17427.71004,2914363.916,894.0057429,0.898818044,0.900678903,0.899631248,0.898995303,16838.22649,20421791.31,860
172,20569.53782,20424410.09,853.553839,18071.68255,21174012.19,467.9170489,17537.11073,20630308.69,551.743957,461.6977892,100478.6528,495.6685312,462.8875521,99848.44785,730.3969979,452.1385066,101104.4262,1302.317975,67.64624171,101004.6746,1124.316888,388.9552345,100261.8651,1124.481551,72.13909522,100332.9011,930.2266418,383.8448643,100127.4003,688.8429927,19324.18765,20565728.16,759.8702343,1649.784997,20424846.36,495665481.3,18398.75186,20566099.79,960.4880438,19508.29218,20631061.75,940.2902748,16030.21991,3263851.879,583.0179205,18055.76055,2913812.513,889.7553581,0.899237623,0.900065275,0.901368202,0.899104265,19508.29218,20424846.36,855
173,20095.75645,20424164.94,852.6818155,18155.23749,21175908.77,474.4452639,19097.25138,20628967.32,542.749549,470.1190095,99937.17907,504.720103,455.0449827,99911.04566,738.921479,462.640274,100493.1011,1304.866806,74.96340124,100063.7652,1124.526007,392.2794488,99950.32674,1133.01496,64.40891522,99621.34056,937.144569,394.101475,98293.56684,689.5767839,18839.79532,20566386.12,764.5294994,1641.324174,20423648.08,495664197.9,19080.7739,20564404.34,955.4364206,19340.99809,20628036.39,936.5092624,16409.52854,3263083.734,590.5268628,17456.58861,2913169.716,880.5298214,0.900700473,0.901560814,0.899529345,0.90073127,19340.99809,20423648.08,860
174,21582.039,20424661.34,859.1115854,19122.90746,21175991.12,475.7497618,18133.21546,20631825.62,551.541941,456.2335933,100140.2877,493.5079953,461.5141828,99910.71659,732.1310303,457.2257708,100280.4447,1297.162719,66.91555846,99689.76334,1122.452818,382.9577508,100265.2733,1124.884945,68.22866213,99915.63985,936.3783137,391.7644088,100457.9069,687.1134521,18564.3374,20565029.01,754.5517897,1622.003611,20422694.15,495658423.2,19531.9043,20566509.73,958.4979445,19109.6696,20629028.52,943.6495855,16718.57751,3262676.972,578.0922516,16964.26869,2914219.877,889.3813131,0.899097393,0.899601975,0.900197169,0.900724904,19109.6696,20422694.15,865
175,21348.55571,20425598.8,854.3545711,20510.94554,21176426.29,482.0386489,20016.31896,20629691.15,547.5217437,453.2501924,100424.049,491.9277489,456.7707054,100472.4587,729.4301386,452.5411707,98998.80321,1305.373282,61.96470544,99959.00685,1134.622192,381.5786713,100301.6231,1128.385839,73.91637964,99647.57104,933.7015864,387.8654463,99590.34808,690.4712111,19666.44647,20566838.05,753.1202525,1586.200615,20427740.8,495664255.4,19627.20686,20564208.98,954.5204947,19630.32031,20631470.6,943.8801299,18028.53355,3263358.165,568.8203368,17732.2255,2913710.645,889.728516,0.898463436,0.901304526,0.899035431,0.900089802,19630.32031,20427740.8,868
176,18859.17115,20425872.32,853.5482088,20869.99092,21174967.32,472.2611239,20376.60783,20630589.29,553.5439224,466.374721,100105.3756,492.3918002,453.8632032,99502.03772,724.5510118,450.744942,100012.8905,1304.720341,69.73523445,99802.60447,1119.608168,397.2351811,100216.639,1125.338071,66.81884929,99915.24836,931.169396,383.2721499,99574.41435,704.0099267,19157.95055,20565921.15,759.7260001,1760.086532,20424612.59,495671658.3,18542.23,20564184.59,961.0807008,18800.18529,20630311.91,929.3306434,18827.33878,3263627.472,579.6257935,17101.88206,2914001.892,892.2182083,0.899370865,0.900757655,0.899053399,0.901061208,18800.18529,20424612.59,860
177,19446.4449,20422822.32,861.7782651,20710.89039,21175519.33,466.1840466,19791.10597,20629820.51,552.5660889,460.1935704,99265.54328,493.6637675,458.585224,100261.6487,735.1252128,463.2638503,100579.0962,1294.589332,63.82774718,100447.3094,1128.05269,384.2569119,99874.75724,1139.88142,76.32727661,100262.7724,929.0547453,386.9012776,99853.7884,692.7592819,20067.33322,20566012.97,757.3530387,1657.647074,20422653.33,495685561.1,19600.40246,20565315.17,961.0764203,19241.47469,20631384.75,945.1916125,18055.53108,3263625.642,574.9974208,17609.16815,2912547.759,890.5816916,0.89988615,0.89945738,0.900909912,0.90160383,19241.47469,20422653.33,855
178,19700.00653,20424863.91,852.8116376,18390.33376,21176466.31,466.8720782,18708.04665,20631572.31,554.970745,457.8279718,99882.25825,484.545589,455.6502487,100137.3012,736.1077588,456.3088746,99647.1041,1307.202765,60.4177689,100261.2387,1130.224334,389.2911702,99356.61619,1131.215028,79.16877254,99396.44879,941.2224075,400.3648729,100018.8048,693.1892902,19056.11694,20565206.39,762.4221099,1811.373881,20426319.12,495652900.8,19670.29164,20566670.42,953.6759024,19253.63882,20630986.36,936.2447016,16310.46512,3265785.858,582.398251,17128.89377,2914746.297,889.5361818,0.899609839,0.899610576,0.90053364,0.900378482,19253.63882,20426319.12,860
179,19095.10864,20426433.14,849.2022786,18594.4778,21175501.41,467.8826786,17827.66151,20629945.01,551.938875,459.8948572,99489.91151,496.0004277,456.9250159,99947.47793,732.1241091,456.4673332,99772.03284,1292.73278,70.45916731,99451.63734,1116.789572,385.4476216,100246.3059,1124.320921,67.51176162,99418.42944,941.1969624,383.2839802,100223.4452,688.2640743,19665.38248,20567033.92,755.5592459,1737.68168,20428273.49,495681762.6,17558.61425,20565715.36,958.5578946,21372.33381,20630182.06,942.9226322,18193.21263,3264191.063,586.6827574,17599.42574,2914086.154,887.0157515,0.900272459,0.900424068,0.900551706,0.900824968,21372.33381,20428273.49,865
180,19557.29765,20219782.88,853.4349982,19410.309,20967006.39,468.2558499,19249.10992,20424979.93,546.5298615,454.0879496,99938.26911,492.1945902,450.9606749,100390.6379,740.4993165,458.8757548,100329.7652,1305.970701,68.83067534,99690.33394,1131.125183,387.8039988,99202.441,1134.55715,73.74538139,101145.8879,942.0795297,382.8290644,99737.33366,684.2455638,20470.32038,20362209.18,758.8163431,1787.399559,20218055.18,491627363.6,20541.81231,20359282.56,969.7120024,19366.78,20424135.13,960.5388292,17950.49827,3231060.379,575.726449,17172.01954,2884911.206,882.8230924,0.899114959,0.899199454,0.896581805,0.899734747,19366.78,20218055.18,868
181,19489.49242,20221598.86,857.2493455,18052.03812,20968227.75,469.0342788,18044.97869,20426075.69,551.3813565,461.9368788,100401.2502,490.8873943,456.4270413,100342.5323,733.2805147,456.6960962,99445.68285,1298.331627,71.81487,100061.2783,1120.470809,392.102671,100972.481,1125.957091,67.01277012,100814.2645,939.7050403,399.1905072,99749.25076,687.5444912,19453.85961,20361230.81,753.1632039,1802.644388,20220195.22,491645645.7,20169.42518,20360724.46,971.4535123,21302.44874,20424167.87,952.4888689,16423.02861,3231645.198,576.0888567,17164.09292,2885063.385,884.101286,0.900514754,0.900229176,0.901207394,0.898955733,21302.44874,20220195.22,860
182,18401.98485,20219889.54,863.4646434,20327.26179,20967006.61,467.1836618,19270.72095,20426392.66,548.7660697,447.1596562,100022.5957,509.1563931,466.5262023,99737.11895,734.3713074,459.4878167,99313.3124,1290.772368,69.16235272,100012.2265,1129.866708,387.0132505,100975.6612,1133.341171,62.20555952,99922.53443,955.0204559,381.5546796,99707.66097,693.9558233,17411.80997,20359849.06,759.6249825,1640.057011,20219501.67,491635791.4,19514.25769,20359310.47,967.6618861,21274.26784,20424382.8,949.3238284,17816.71992,3233061.096,577.8440586,17076.73741,2886049.926,893.1184517,0.898706822,0.900795625,0.898888523,0.898660527,21274.26784,20219501.67,855
183,17706.50937,20219779.69,849.8302077,20121.13238,20968291.79,472.1487535,18760.65096,20425327.03,553.8145205,460.9499755,100173.3115,493.9601212,453.8706466,100152.4262,729.0671736,452.1383144,100777.377,1302.00328,69.51927837,100323.5357,1120.994928,390.0337285,100107.8136,1125.446023,73.84298498,99849.01628,951.46266,398.3600524,99302.87284,690.8461869,20582.89491,20359877.2,748.4080263,1754.165172,20216732.54,491628447.3,19849.9939,20359900.59,976.4301142,19500.20172,20424450.98,948.7706502,17455.58964,3233025.323,575.38176,16627.80696,2884473.577,896.6666594,0.899602786,0.898610522,0.899618218,0.899655167,19500.20172,20216732.54,860
184,19035.86813,20221127.34,851.3806041,20097.42826,20966163.4,468.5610561,18425.49303,20421839,545.0113775,453.3077115,99185.29165,493.8121709,458.6858677,99439.71245,729.4471355,456.7669561,100200.3448,1309.194475,69.75655147,99893.11543,1128.585882,384.8351775,98714.00748,1128.807657,70.61415716,100168.7475,949.7948553,387.5602919,99528.5796,693.6593611,20270.03386,20358095.52,758.6007059,1889.054087,20222093.73,491636375.5,19993.18809,20360304.52,968.4304268,19660.07448,20424541.43,952.2001599,16918.98274,3233916.085,584.213308,15568.74673,2885644.266,882.5067266,0.900689725,0.899431227,0.89941529,0.899875968,19660.07448,20222093.73,865
185,19601.1713,20218961.92,857.3689325,18597.24073,20967566.08,473.2954935,20769.14984,20424971.98,553.0101748,448.8083993,100346.3874,497.1687828,457.6871235,99840.51266,732.343274,456.8647806,101155.8335,1297.70972,63.70057931,99287.24496,1128.184489,390.8779029,101056.1849,1127.974199,62.83338714,100902.2549,956.3009049,387.5276621,100153.5668,699.0141087,20251.63415,20360557.44,755.6537722,1643.740284,20221587.84,491644712.3,19133.89743,20360180.91,967.8569106,19037.593,20423882.85,948.4715532,16520.83558,3231905.2,573.3781583,16610.46825,2883971.156,888.7469145,0.900185249,0.900178565,0.901586779,0.900702937,19037.593,20221587.84,868
186,17777.84502,20219133.23,855.641593,19285.51249,20965728.79,471.4221625,20394.30649,20422829.98,549.8102552,470.5941062,101208.129,491.0903243,461.1863649,100036.3054,731.3726136,458.70953,101583.9942,1295.206203,73.84368486,100977.3128,1122.150181,392.8931137,100201.3636,1132.783578,70.80329749,100167.7097,961.6256967,397.1109534,100274.0013,692.5348442,20523.3669,20361605.75,751.5961595,1568.018265,20218212.51,491627826.7,18746.56715,20358323.21,969.115793,18776.15981,20422861.96,941.3268715,14846.76188,3233087.609,585.8051742,17177.75012,2885590.801,883.9100405,0.899618266,0.900975341,0.899994736,0.90151829,18776.15981,20218212.51,860
187,18643.89245,20220176.57,838.4652629,19549.35195,20968982.57,469.224257,19292.17454,20424646.67,541.438674,463.3312957,99942.50033,497.2204217,464.1213849,101181.6511,736.4792847,463.5037036,100241.7524,1300.851535,75.02406879,99911.24551,1126.143722,390.8061144,99307.71527,1132.907578,64.47294497,100546.0592,950.7234949,396.9726882,100195.049,697.4641997,18372.40917,20360458.36,752.9138946,1704.773688,20219027.41,491636334,19241.97268,20360690.7,962.1685924,18994.07026,20425266.7,957.4070909,16237.39838,3231708.424,585.5630195,18310.42003,2884773.707,887.3486189,0.898880625,0.901681349,0.900956477,0.899126868,18994.07026,20219027.41,855
188,21012.40568,20219582.73,851.2015494,20296.90411,20967457.14,472.4539453,20023.85179,20425582.64,540.710794,455.2545591,100030.7498,488.2945653,452.9209925,100343.8372,732.7960675,461.8014324,101207.0023,1308.189242,75.64138252,99992.01496,1129.239243,390.2424237,101171.4696,1135.029169,74.84095294,99323.72672,951.3557896,393.2385629,99857.31255,686.4280505,17639.7447,20360697.67,756.1323687,1731.646926,20220141.38,491620630.8,20769.07993,20358342.12,960.0994724,18367.61454,20425102.27,948.3869227,13545.35457,3232688.015,580.1525574,19531.76191,2884831.714,885.1017609,0.899596922,0.89969535,0.900205002,0.900227767,18367.61454,20220141.38,860
189,19097.90867,20220076.11,851.3457559,18070.52129,20965395.17,473.2808444,19868.11245,20423045.15,554.1370684,450.5143899,100608.9457,490.1197429,464.5097263,99407.46207,729.7505701,459.0195382,101119.4767,1290.993724,73.70859851,99747.58364,1121.012722,384.655344,100799.2496,1118.383367,66.06898086,99830.14235,952.5554659,384.6896336,99058.74438,690.5855264,20189.7546,20358793.53,758.0245305,1847.740899,20218753.79,491633650.6,18716.03442,20360318.7,970.6216685,19415.10877,20423680.26,944.3222474,16052.62835,3231207.372,567.5871413,17572.62372,2885718.811,885.8040886,0.899471614,0.900283232,0.899484947,0.900875625,19415.10877,20218753.79,865
190,20633.15155,20016869.35,854.3848572,18971.73953,20761784.82,480.7018283,19539.39564,20220104.07,557.3380831,450.3582809,99670.13395,506.3904742,459.9731156,100302.3303,731.2742936,463.4446196,100503.4049,1305.122216,65.38381676,100446.7803,1126.367086,392.9000346,99205.80298,1128.431197,74.24296421,100203.518,969.4457738,390.2444125,99897.41501,694.8175517,19368.93043,20157965.6,751.9683573,1749.050443,20021719.29,487645816.2,19008.32027,20155011.59,980.0929062,19774.09874,20220608.02,964.2023738,16800.75555,3202605.228,570.7361075,16383.42013,2856814.929,892.5575075,0.898467744,0.899836241,0.899427375,0.900781288,19774.09874,20021719.29,868
191,20749.62821,20016755.27,855.8156034,19834.36353,20758421.02,479.7218432,18273.63346,20218169.55,555.7478517,460.8400643,100383.85,502.0786421,464.7339054,98997.19362,736.528549,459.2126183,100121.3959,1302.140606,64.88505789,99998.62043,1125.397932,387.8581207,101313.1615,1125.224557,70.7593434,100520.2149,959.1480716,393.6491105,99891.12158,698.3789001,19945.04336,20155917.79,750.7559451,1609.620563,20021970.27,487643155,19372.79158,20155496.21,977.1406157,19871.77704,20221038.4,969.9850794,16671.1394,3201336.701,580.4288778,17071.3562,2856746.01,879.1439518,0.897907592,0.899045842,0.900961939,0.896790893,19871.77704,20021970.27,860
192,18440.32113,20018495.84,845.6561496,18866.10787,20759650.27,473.2616105,18737.06283,20221992.21,553.8528327,456.8846467,99534.63597,502.4116368,464.3457134,99996.6878,731.5505129,459.8205654,100139.7123,1293.021143,64.37861154,100100.8923,1119.297344,389.3725957,100689.4251,1127.710615,65.45172545,100048.3494,960.8539254,389.3997209,100201.3444,702.0608926,18415.5917,20157611.33,751.5087803,1593.066826,20021395.77,487633423.7,18804.02517,20158490.98,974.6900746,19727.24987,20221245.32,961.7001431,17332.65801,3201798.4,583.5650513,16824.3021,2856352.282,882.4250314,0.900351525,0.901234032,0.899375481,0.899175596,19727.24987,20021395.77,855
193,17935.16283,20018747.12,856.5393977,20251.10543,20759693.45,479.1954051,19348.27994,20220211.82,547.6025333,456.6195131,100702.3938,491.5343824,465.2094582,100179.5584,733.7128755,455.583785,99798.81188,1308.565031,70.69209211,99952.38424,1123.382874,398.1770139,100743.8069,1126.847114,72.80487159,100488.1279,969.8386541,384.6028443,100697.5423,697.1455663,17725.72718,20156380.95,751.0312093,1692.902753,20018646.71,487671783.8,20795.93248,20156661.49,973.2110176,20373.23081,20221865.72,956.3783601,18114.4418,3201965.12,570.7851718,16946.83506,2855576.632,891.5511688,0.90071106,0.899795673,0.900817759,0.90036426,20373.23081,20018646.71,860
